code,description,category,code_system
L3505,Orthotic/prosthetic device/service 3505,Orthotics/Prosthetics,HCPCS Level II
L3510,Orthotic/prosthetic device/service 3510,Orthotics/Prosthetics,HCPCS Level II
L3515,Orthotic/prosthetic device/service 3515,Orthotics/Prosthetics,HCPCS Level II
L3520,Orthotic/prosthetic device/service 3520,Orthotics/Prosthetics,HCPCS Level II
L3525,Orthotic/prosthetic device/service 3525,Orthotics/Prosthetics,HCPCS Level II
L3530,Orthotic/prosthetic device/service 3530,Orthotics/Prosthetics,HCPCS Level II
L3535,Orthotic/prosthetic device/service 3535,Orthotics/Prosthetics,HCPCS Level II
L3540,Orthotic/prosthetic device/service 3540,Orthotics/Prosthetics,HCPCS Level II
L3545,Orthotic/prosthetic device/service 3545,Orthotics/Prosthetics,HCPCS Level II
L3550,Orthotic/prosthetic device/service 3550,Orthotics/Prosthetics,HCPCS Level II
L3555,Orthotic/prosthetic device/service 3555,Orthotics/Prosthetics,HCPCS Level II
L3560,Orthotic/prosthetic device/service 3560,Orthotics/Prosthetics,HCPCS Level II
L3565,Orthotic/prosthetic device/service 3565,Orthotics/Prosthetics,HCPCS Level II
L3570,Orthotic/prosthetic device/service 3570,Orthotics/Prosthetics,HCPCS Level II
L3575,Orthotic/prosthetic device/service 3575,Orthotics/Prosthetics,HCPCS Level II
L3580,Orthotic/prosthetic device/service 3580,Orthotics/Prosthetics,HCPCS Level II
L3585,Orthotic/prosthetic device/service 3585,Orthotics/Prosthetics,HCPCS Level II
L3590,Orthotic/prosthetic device/service 3590,Orthotics/Prosthetics,HCPCS Level II
L3595,Orthotic/prosthetic device/service 3595,Orthotics/Prosthetics,HCPCS Level II
L3600,Orthotic/prosthetic device/service 3600,Orthotics/Prosthetics,HCPCS Level II
L3605,Orthotic/prosthetic device/service 3605,Orthotics/Prosthetics,HCPCS Level II
L3610,Orthotic/prosthetic device/service 3610,Orthotics/Prosthetics,HCPCS Level II
L3615,Orthotic/prosthetic device/service 3615,Orthotics/Prosthetics,HCPCS Level II
L3620,Orthotic/prosthetic device/service 3620,Orthotics/Prosthetics,HCPCS Level II
L3625,Orthotic/prosthetic device/service 3625,Orthotics/Prosthetics,HCPCS Level II
L3630,Orthotic/prosthetic device/service 3630,Orthotics/Prosthetics,HCPCS Level II
L3635,Orthotic/prosthetic device/service 3635,Orthotics/Prosthetics,HCPCS Level II
L3640,Orthotic/prosthetic device/service 3640,Orthotics/Prosthetics,HCPCS Level II
L3645,Orthotic/prosthetic device/service 3645,Orthotics/Prosthetics,HCPCS Level II
L3650,Orthotic/prosthetic device/service 3650,Orthotics/Prosthetics,HCPCS Level II
L3655,Orthotic/prosthetic device/service 3655,Orthotics/Prosthetics,HCPCS Level II
L3660,Orthotic/prosthetic device/service 3660,Orthotics/Prosthetics,HCPCS Level II
L3665,Orthotic/prosthetic device/service 3665,Orthotics/Prosthetics,HCPCS Level II
L3670,Orthotic/prosthetic device/service 3670,Orthotics/Prosthetics,HCPCS Level II
L3675,Orthotic/prosthetic device/service 3675,Orthotics/Prosthetics,HCPCS Level II
L3680,Orthotic/prosthetic device/service 3680,Orthotics/Prosthetics,HCPCS Level II
L3685,Orthotic/prosthetic device/service 3685,Orthotics/Prosthetics,HCPCS Level II
L3690,Orthotic/prosthetic device/service 3690,Orthotics/Prosthetics,HCPCS Level II
L3695,Orthotic/prosthetic device/service 3695,Orthotics/Prosthetics,HCPCS Level II
L3700,Orthotic/prosthetic device/service 3700,Orthotics/Prosthetics,HCPCS Level II
L3705,Orthotic/prosthetic device/service 3705,Orthotics/Prosthetics,HCPCS Level II
L3710,Orthotic/prosthetic device/service 3710,Orthotics/Prosthetics,HCPCS Level II
L3715,Orthotic/prosthetic device/service 3715,Orthotics/Prosthetics,HCPCS Level II
L3720,Orthotic/prosthetic device/service 3720,Orthotics/Prosthetics,HCPCS Level II
L3725,Orthotic/prosthetic device/service 3725,Orthotics/Prosthetics,HCPCS Level II
L3730,Orthotic/prosthetic device/service 3730,Orthotics/Prosthetics,HCPCS Level II
L3735,Orthotic/prosthetic device/service 3735,Orthotics/Prosthetics,HCPCS Level II
L3740,Orthotic/prosthetic device/service 3740,Orthotics/Prosthetics,HCPCS Level II
L3745,Orthotic/prosthetic device/service 3745,Orthotics/Prosthetics,HCPCS Level II
L3750,Orthotic/prosthetic device/service 3750,Orthotics/Prosthetics,HCPCS Level II
L3755,Orthotic/prosthetic device/service 3755,Orthotics/Prosthetics,HCPCS Level II
L3760,Orthotic/prosthetic device/service 3760,Orthotics/Prosthetics,HCPCS Level II
L3765,Orthotic/prosthetic device/service 3765,Orthotics/Prosthetics,HCPCS Level II
L3770,Orthotic/prosthetic device/service 3770,Orthotics/Prosthetics,HCPCS Level II
L3775,Orthotic/prosthetic device/service 3775,Orthotics/Prosthetics,HCPCS Level II
L3780,Orthotic/prosthetic device/service 3780,Orthotics/Prosthetics,HCPCS Level II
L3785,Orthotic/prosthetic device/service 3785,Orthotics/Prosthetics,HCPCS Level II
L3790,Orthotic/prosthetic device/service 3790,Orthotics/Prosthetics,HCPCS Level II
L3795,Orthotic/prosthetic device/service 3795,Orthotics/Prosthetics,HCPCS Level II
L3800,Orthotic/prosthetic device/service 3800,Orthotics/Prosthetics,HCPCS Level II
L3805,Orthotic/prosthetic device/service 3805,Orthotics/Prosthetics,HCPCS Level II
L3810,Orthotic/prosthetic device/service 3810,Orthotics/Prosthetics,HCPCS Level II
L3815,Orthotic/prosthetic device/service 3815,Orthotics/Prosthetics,HCPCS Level II
L3820,Orthotic/prosthetic device/service 3820,Orthotics/Prosthetics,HCPCS Level II
L3825,Orthotic/prosthetic device/service 3825,Orthotics/Prosthetics,HCPCS Level II
L3830,Orthotic/prosthetic device/service 3830,Orthotics/Prosthetics,HCPCS Level II
L3835,Orthotic/prosthetic device/service 3835,Orthotics/Prosthetics,HCPCS Level II
L3840,Orthotic/prosthetic device/service 3840,Orthotics/Prosthetics,HCPCS Level II
L3845,Orthotic/prosthetic device/service 3845,Orthotics/Prosthetics,HCPCS Level II
L3850,Orthotic/prosthetic device/service 3850,Orthotics/Prosthetics,HCPCS Level II
L3855,Orthotic/prosthetic device/service 3855,Orthotics/Prosthetics,HCPCS Level II
L3860,Orthotic/prosthetic device/service 3860,Orthotics/Prosthetics,HCPCS Level II
L3865,Orthotic/prosthetic device/service 3865,Orthotics/Prosthetics,HCPCS Level II
L3870,Orthotic/prosthetic device/service 3870,Orthotics/Prosthetics,HCPCS Level II
L3875,Orthotic/prosthetic device/service 3875,Orthotics/Prosthetics,HCPCS Level II
L3880,Orthotic/prosthetic device/service 3880,Orthotics/Prosthetics,HCPCS Level II
L3885,Orthotic/prosthetic device/service 3885,Orthotics/Prosthetics,HCPCS Level II
L3890,Orthotic/prosthetic device/service 3890,Orthotics/Prosthetics,HCPCS Level II
L3895,Orthotic/prosthetic device/service 3895,Orthotics/Prosthetics,HCPCS Level II
L3900,Orthotic/prosthetic device/service 3900,Orthotics/Prosthetics,HCPCS Level II
L3905,Orthotic/prosthetic device/service 3905,Orthotics/Prosthetics,HCPCS Level II
L3910,Orthotic/prosthetic device/service 3910,Orthotics/Prosthetics,HCPCS Level II
L3915,Orthotic/prosthetic device/service 3915,Orthotics/Prosthetics,HCPCS Level II
L3920,Orthotic/prosthetic device/service 3920,Orthotics/Prosthetics,HCPCS Level II
L3925,Orthotic/prosthetic device/service 3925,Orthotics/Prosthetics,HCPCS Level II
L3930,Orthotic/prosthetic device/service 3930,Orthotics/Prosthetics,HCPCS Level II
L3935,Orthotic/prosthetic device/service 3935,Orthotics/Prosthetics,HCPCS Level II
L3940,Orthotic/prosthetic device/service 3940,Orthotics/Prosthetics,HCPCS Level II
L3945,Orthotic/prosthetic device/service 3945,Orthotics/Prosthetics,HCPCS Level II
L3950,Orthotic/prosthetic device/service 3950,Orthotics/Prosthetics,HCPCS Level II
L3955,Orthotic/prosthetic device/service 3955,Orthotics/Prosthetics,HCPCS Level II
L3960,Orthotic/prosthetic device/service 3960,Orthotics/Prosthetics,HCPCS Level II
L3965,Orthotic/prosthetic device/service 3965,Orthotics/Prosthetics,HCPCS Level II
L3970,Orthotic/prosthetic device/service 3970,Orthotics/Prosthetics,HCPCS Level II
L3975,Orthotic/prosthetic device/service 3975,Orthotics/Prosthetics,HCPCS Level II
L3980,Orthotic/prosthetic device/service 3980,Orthotics/Prosthetics,HCPCS Level II
L3985,Orthotic/prosthetic device/service 3985,Orthotics/Prosthetics,HCPCS Level II
L3990,Orthotic/prosthetic device/service 3990,Orthotics/Prosthetics,HCPCS Level II
L3995,Orthotic/prosthetic device/service 3995,Orthotics/Prosthetics,HCPCS Level II
L4000,Orthotic/prosthetic device/service 4000,Orthotics/Prosthetics,HCPCS Level II
L4005,Orthotic/prosthetic device/service 4005,Orthotics/Prosthetics,HCPCS Level II
L4010,Orthotic/prosthetic device/service 4010,Orthotics/Prosthetics,HCPCS Level II
L4015,Orthotic/prosthetic device/service 4015,Orthotics/Prosthetics,HCPCS Level II
L4020,Orthotic/prosthetic device/service 4020,Orthotics/Prosthetics,HCPCS Level II
L4025,Orthotic/prosthetic device/service 4025,Orthotics/Prosthetics,HCPCS Level II
L4030,Orthotic/prosthetic device/service 4030,Orthotics/Prosthetics,HCPCS Level II
L4035,Orthotic/prosthetic device/service 4035,Orthotics/Prosthetics,HCPCS Level II
L4040,Orthotic/prosthetic device/service 4040,Orthotics/Prosthetics,HCPCS Level II
L4045,Orthotic/prosthetic device/service 4045,Orthotics/Prosthetics,HCPCS Level II
L4050,Orthotic/prosthetic device/service 4050,Orthotics/Prosthetics,HCPCS Level II
L4055,Orthotic/prosthetic device/service 4055,Orthotics/Prosthetics,HCPCS Level II
L4060,Orthotic/prosthetic device/service 4060,Orthotics/Prosthetics,HCPCS Level II
L4065,Orthotic/prosthetic device/service 4065,Orthotics/Prosthetics,HCPCS Level II
L4070,Orthotic/prosthetic device/service 4070,Orthotics/Prosthetics,HCPCS Level II
L4075,Orthotic/prosthetic device/service 4075,Orthotics/Prosthetics,HCPCS Level II
L4080,Orthotic/prosthetic device/service 4080,Orthotics/Prosthetics,HCPCS Level II
L4085,Orthotic/prosthetic device/service 4085,Orthotics/Prosthetics,HCPCS Level II
L4090,Orthotic/prosthetic device/service 4090,Orthotics/Prosthetics,HCPCS Level II
L4095,Orthotic/prosthetic device/service 4095,Orthotics/Prosthetics,HCPCS Level II
L4100,Orthotic/prosthetic device/service 4100,Orthotics/Prosthetics,HCPCS Level II
L4105,Orthotic/prosthetic device/service 4105,Orthotics/Prosthetics,HCPCS Level II
L4110,Orthotic/prosthetic device/service 4110,Orthotics/Prosthetics,HCPCS Level II
L4115,Orthotic/prosthetic device/service 4115,Orthotics/Prosthetics,HCPCS Level II
L4120,Orthotic/prosthetic device/service 4120,Orthotics/Prosthetics,HCPCS Level II
L4125,Orthotic/prosthetic device/service 4125,Orthotics/Prosthetics,HCPCS Level II
L4130,Orthotic/prosthetic device/service 4130,Orthotics/Prosthetics,HCPCS Level II
L4135,Orthotic/prosthetic device/service 4135,Orthotics/Prosthetics,HCPCS Level II
L4140,Orthotic/prosthetic device/service 4140,Orthotics/Prosthetics,HCPCS Level II
L4145,Orthotic/prosthetic device/service 4145,Orthotics/Prosthetics,HCPCS Level II
L4150,Orthotic/prosthetic device/service 4150,Orthotics/Prosthetics,HCPCS Level II
L4155,Orthotic/prosthetic device/service 4155,Orthotics/Prosthetics,HCPCS Level II
L4160,Orthotic/prosthetic device/service 4160,Orthotics/Prosthetics,HCPCS Level II
L4165,Orthotic/prosthetic device/service 4165,Orthotics/Prosthetics,HCPCS Level II
L4170,Orthotic/prosthetic device/service 4170,Orthotics/Prosthetics,HCPCS Level II
L4175,Orthotic/prosthetic device/service 4175,Orthotics/Prosthetics,HCPCS Level II
L4180,Orthotic/prosthetic device/service 4180,Orthotics/Prosthetics,HCPCS Level II
L4185,Orthotic/prosthetic device/service 4185,Orthotics/Prosthetics,HCPCS Level II
L4190,Orthotic/prosthetic device/service 4190,Orthotics/Prosthetics,HCPCS Level II
L4195,Orthotic/prosthetic device/service 4195,Orthotics/Prosthetics,HCPCS Level II
L4200,Orthotic/prosthetic device/service 4200,Orthotics/Prosthetics,HCPCS Level II
L4205,Orthotic/prosthetic device/service 4205,Orthotics/Prosthetics,HCPCS Level II
L4210,Orthotic/prosthetic device/service 4210,Orthotics/Prosthetics,HCPCS Level II
L4215,Orthotic/prosthetic device/service 4215,Orthotics/Prosthetics,HCPCS Level II
L4220,Orthotic/prosthetic device/service 4220,Orthotics/Prosthetics,HCPCS Level II
L4225,Orthotic/prosthetic device/service 4225,Orthotics/Prosthetics,HCPCS Level II
L4230,Orthotic/prosthetic device/service 4230,Orthotics/Prosthetics,HCPCS Level II
L4235,Orthotic/prosthetic device/service 4235,Orthotics/Prosthetics,HCPCS Level II
L4240,Orthotic/prosthetic device/service 4240,Orthotics/Prosthetics,HCPCS Level II
L4245,Orthotic/prosthetic device/service 4245,Orthotics/Prosthetics,HCPCS Level II
L4250,Orthotic/prosthetic device/service 4250,Orthotics/Prosthetics,HCPCS Level II
L4255,Orthotic/prosthetic device/service 4255,Orthotics/Prosthetics,HCPCS Level II
L4260,Orthotic/prosthetic device/service 4260,Orthotics/Prosthetics,HCPCS Level II
L4265,Orthotic/prosthetic device/service 4265,Orthotics/Prosthetics,HCPCS Level II
L4270,Orthotic/prosthetic device/service 4270,Orthotics/Prosthetics,HCPCS Level II
L4275,Orthotic/prosthetic device/service 4275,Orthotics/Prosthetics,HCPCS Level II
L4280,Orthotic/prosthetic device/service 4280,Orthotics/Prosthetics,HCPCS Level II
L4285,Orthotic/prosthetic device/service 4285,Orthotics/Prosthetics,HCPCS Level II
L4290,Orthotic/prosthetic device/service 4290,Orthotics/Prosthetics,HCPCS Level II
L4295,Orthotic/prosthetic device/service 4295,Orthotics/Prosthetics,HCPCS Level II
L4300,Orthotic/prosthetic device/service 4300,Orthotics/Prosthetics,HCPCS Level II
L4305,Orthotic/prosthetic device/service 4305,Orthotics/Prosthetics,HCPCS Level II
L4310,Orthotic/prosthetic device/service 4310,Orthotics/Prosthetics,HCPCS Level II
L4315,Orthotic/prosthetic device/service 4315,Orthotics/Prosthetics,HCPCS Level II
L4320,Orthotic/prosthetic device/service 4320,Orthotics/Prosthetics,HCPCS Level II
L4325,Orthotic/prosthetic device/service 4325,Orthotics/Prosthetics,HCPCS Level II
L4330,Orthotic/prosthetic device/service 4330,Orthotics/Prosthetics,HCPCS Level II
L4335,Orthotic/prosthetic device/service 4335,Orthotics/Prosthetics,HCPCS Level II
L4340,Orthotic/prosthetic device/service 4340,Orthotics/Prosthetics,HCPCS Level II
L4345,Orthotic/prosthetic device/service 4345,Orthotics/Prosthetics,HCPCS Level II
L4350,Orthotic/prosthetic device/service 4350,Orthotics/Prosthetics,HCPCS Level II
L4355,Orthotic/prosthetic device/service 4355,Orthotics/Prosthetics,HCPCS Level II
L4360,Orthotic/prosthetic device/service 4360,Orthotics/Prosthetics,HCPCS Level II
L4365,Orthotic/prosthetic device/service 4365,Orthotics/Prosthetics,HCPCS Level II
L4370,Orthotic/prosthetic device/service 4370,Orthotics/Prosthetics,HCPCS Level II
L4375,Orthotic/prosthetic device/service 4375,Orthotics/Prosthetics,HCPCS Level II
L4380,Orthotic/prosthetic device/service 4380,Orthotics/Prosthetics,HCPCS Level II
L4385,Orthotic/prosthetic device/service 4385,Orthotics/Prosthetics,HCPCS Level II
L4390,Orthotic/prosthetic device/service 4390,Orthotics/Prosthetics,HCPCS Level II
L4395,Orthotic/prosthetic device/service 4395,Orthotics/Prosthetics,HCPCS Level II
L4400,Orthotic/prosthetic device/service 4400,Orthotics/Prosthetics,HCPCS Level II
L4405,Orthotic/prosthetic device/service 4405,Orthotics/Prosthetics,HCPCS Level II
L4410,Orthotic/prosthetic device/service 4410,Orthotics/Prosthetics,HCPCS Level II
L4415,Orthotic/prosthetic device/service 4415,Orthotics/Prosthetics,HCPCS Level II
L4420,Orthotic/prosthetic device/service 4420,Orthotics/Prosthetics,HCPCS Level II
L4425,Orthotic/prosthetic device/service 4425,Orthotics/Prosthetics,HCPCS Level II
L4430,Orthotic/prosthetic device/service 4430,Orthotics/Prosthetics,HCPCS Level II
L4435,Orthotic/prosthetic device/service 4435,Orthotics/Prosthetics,HCPCS Level II
L4440,Orthotic/prosthetic device/service 4440,Orthotics/Prosthetics,HCPCS Level II
L4445,Orthotic/prosthetic device/service 4445,Orthotics/Prosthetics,HCPCS Level II
L4450,Orthotic/prosthetic device/service 4450,Orthotics/Prosthetics,HCPCS Level II
L4455,Orthotic/prosthetic device/service 4455,Orthotics/Prosthetics,HCPCS Level II
L4460,Orthotic/prosthetic device/service 4460,Orthotics/Prosthetics,HCPCS Level II
L4465,Orthotic/prosthetic device/service 4465,Orthotics/Prosthetics,HCPCS Level II
L4470,Orthotic/prosthetic device/service 4470,Orthotics/Prosthetics,HCPCS Level II
L4475,Orthotic/prosthetic device/service 4475,Orthotics/Prosthetics,HCPCS Level II
L4480,Orthotic/prosthetic device/service 4480,Orthotics/Prosthetics,HCPCS Level II
L4485,Orthotic/prosthetic device/service 4485,Orthotics/Prosthetics,HCPCS Level II
L4490,Orthotic/prosthetic device/service 4490,Orthotics/Prosthetics,HCPCS Level II
L4495,Orthotic/prosthetic device/service 4495,Orthotics/Prosthetics,HCPCS Level II
L4500,Orthotic/prosthetic device/service 4500,Orthotics/Prosthetics,HCPCS Level II
L4505,Orthotic/prosthetic device/service 4505,Orthotics/Prosthetics,HCPCS Level II
L4510,Orthotic/prosthetic device/service 4510,Orthotics/Prosthetics,HCPCS Level II
L4515,Orthotic/prosthetic device/service 4515,Orthotics/Prosthetics,HCPCS Level II
L4520,Orthotic/prosthetic device/service 4520,Orthotics/Prosthetics,HCPCS Level II
L4525,Orthotic/prosthetic device/service 4525,Orthotics/Prosthetics,HCPCS Level II
L4530,Orthotic/prosthetic device/service 4530,Orthotics/Prosthetics,HCPCS Level II
L4535,Orthotic/prosthetic device/service 4535,Orthotics/Prosthetics,HCPCS Level II
L4540,Orthotic/prosthetic device/service 4540,Orthotics/Prosthetics,HCPCS Level II
L4545,Orthotic/prosthetic device/service 4545,Orthotics/Prosthetics,HCPCS Level II
L4550,Orthotic/prosthetic device/service 4550,Orthotics/Prosthetics,HCPCS Level II
L4555,Orthotic/prosthetic device/service 4555,Orthotics/Prosthetics,HCPCS Level II
L4560,Orthotic/prosthetic device/service 4560,Orthotics/Prosthetics,HCPCS Level II
L4565,Orthotic/prosthetic device/service 4565,Orthotics/Prosthetics,HCPCS Level II
L4570,Orthotic/prosthetic device/service 4570,Orthotics/Prosthetics,HCPCS Level II
L4575,Orthotic/prosthetic device/service 4575,Orthotics/Prosthetics,HCPCS Level II
L4580,Orthotic/prosthetic device/service 4580,Orthotics/Prosthetics,HCPCS Level II
L4585,Orthotic/prosthetic device/service 4585,Orthotics/Prosthetics,HCPCS Level II
L4590,Orthotic/prosthetic device/service 4590,Orthotics/Prosthetics,HCPCS Level II
L4595,Orthotic/prosthetic device/service 4595,Orthotics/Prosthetics,HCPCS Level II
L4600,Orthotic/prosthetic device/service 4600,Orthotics/Prosthetics,HCPCS Level II
L4605,Orthotic/prosthetic device/service 4605,Orthotics/Prosthetics,HCPCS Level II
L4610,Orthotic/prosthetic device/service 4610,Orthotics/Prosthetics,HCPCS Level II
L4615,Orthotic/prosthetic device/service 4615,Orthotics/Prosthetics,HCPCS Level II
L4620,Orthotic/prosthetic device/service 4620,Orthotics/Prosthetics,HCPCS Level II
L4625,Orthotic/prosthetic device/service 4625,Orthotics/Prosthetics,HCPCS Level II
L4630,Orthotic/prosthetic device/service 4630,Orthotics/Prosthetics,HCPCS Level II
